Familia,Especie,Nombre comun,Origen,Numero de individuos,Sector
Miridae,Polymerus vegatus (Chinche de hoja),Chinche de hoja,Endémico,31,Camote
Anthocoridae,Orius tristicolor  (Chinche pirata),Chinche pirata,Desconocido,3,Camote
Lygaeidae,Neortholomus usingeri  (Chinche de semillas),Chinche de semillas,Endémico,1,Camote
Lygaeidae,Nysius usitatus  (Chinche de semillas),Chinche de semillas,Endémico,5,Camote
Tingidae,Teleonemia prolixa  (Chinche de encaje),Chinche de encaje,Nativo,3,Camote
Lygaeidae,Nysius usitatus  (Chinche de semillas),Chinche de semillas,Endémico,14,Camote
Lygaeidae,Neortholomus usingeri  (Chinche de semillas),Chinche de semillas,Endémico,1,Camote
Miridae,Polymerus vegatus (Chinche de hoja),Chinche de hoja,Endémico,3,Camote
Miridae,Taylorilygus apicalis (Chinche de hoja),Chinche de hoja,Introducido,1,Camote
Drosophilidae,Zaprionus indianus (Mosca del vinagre),Mosca del vinagre,Introducido,2,Camote
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,1,Camote
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,1,Camote
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,9,Camote
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,9,Camote
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,8,Camote
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,10,Camote
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,1,Camote
Drosophilidae,Drosophila hydei (Mosca del vinagre),Mosca del vinagre,Introducido,1,Camote
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,26,Camote
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,2,Camote
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,9,Camote
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,4,Camote
Ceratopogonidae,Forcipomyia galapagensis (Mosquito mordedor),Mosquito mordedor,Endémico,5,Camote
Ceratopogonidae,Forcipomyia galapagensis (Mosquito mordedor),Mosquito mordedor,Endémico,4,Camote
Ulidiidae,Euxesta stigmatias (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Introducido,1,Camote
Ulidiidae,Euxesta callona (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Endémico,1,Camote
Ulidiidae,Euxesta callona (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Endémico,1,Camote
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,12,Camote
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,1,Camote
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,3,Camote
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,2,Camote
Muscidae,"Cyrtoneuropsis rescita (Mosca de establo, mosca de la casa)","Mosca de establo, mosca de la casa",Introducido,2,Camote
Muscidae,"Cyrtoneuropsis rescita (Mosca de establo, mosca de la casa)","Mosca de establo, mosca de la casa",Introducido,1,Camote
Muscidae,"Cyrtoneuropsis rescita (Mosca de establo, mosca de la casa)","Mosca de establo, mosca de la casa",Introducido,1,Camote
Dolichopodidae,Chrysotus baerti (Mosca de patas largas),Mosca de patas largas,Endémico,1,Camote
Tephritidae,Campiglossa crockeri (Mosca de la fruta),Mosca de la fruta,Endémico,1,Camote
Tephritidae,Campiglossa crockeri (Mosca de la fruta),Mosca de la fruta,Endémico,1,Camote
Syrphidae,Argentinomyia agonis (Mosca de las flores),Mosca de las flores,Endémico,1,Camote
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,106,Camote
Formicidae,Nylanderia steinheili (Hormiga),Hormiga,Introducido,16,Camote
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,10,Camote
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,3,Camote
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,12,Camote
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,4,Camote
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,1,Camote
Formicidae,Wasmannia auropunctata (Hormiga),Hormiga,Introducido,1,Camote
Bruchidae,Amblycerus piurae (Escarabajo),Escarabajo,Nativo,1,Camote
Curculionidae,Hypothenemus hampei (Escarabajo),Escarabajo,Introducido,4,Camote
Coccinellidae,Cycloneda sanguinea (Mariquita),Mariquita,Nativo,1,Camote
Vespidae,Polistes versicolor (Avispa de papel),Avispa de papel,Introducido,1,Camote
Anthocoridae,Lasiochilus pallidulus (Chinche pirata),Chinche pirata,Desconocido,1,Camote
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,1,Occidente
Sphaeroceridae,Pullimosina zayensis (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Introducido,15,Occidente
Sciaridae,Pseudolycoriella cavatica (Mosquito de los hongos),Mosquito de los hongos,Desconocido,1,Occidente
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,84,Occidente
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,1,Occidente
Calliphoridae,Lucilia eximia (Mosca verde),Mosca verde,Introducido,1,Occidente
Asteiidae,Loewimyia fasciata (-),-,Endémico,1,Occidente
Sphaeroceridae,Leptocera erythrocera (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Introducido,4,Occidente
Drosophilidae,Dettopsomyia formosa (Mosca del vinagre),Mosca del vinagre,Desconocido,3,Occidente
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,51,Occidente
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,5,Occidente
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,2,Occidente
Ulidiidae,Euxesta stigmatias (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Introducido,2,Occidente
Ulidiidae,Euxesta stigmatias (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Introducido,4,Occidente
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,53,Occidente
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,6,Occidente
Ceratopogonidae,Dasyhelea borgmeieri (Mosquito mordedor),Mosquito mordedor,Nativo,1,Occidente
Ceratopogonidae,Dasyhelea ancora (Mosquito mordedor),Mosquito mordedor,Nativo,14,Occidente
Formicidae,Nylanderia steinheili (Hormiga),Hormiga,Introducido,1,Occidente
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,1,Occidente
Formicidae,Cyphomyrmex rimosus (Hormiga),Hormiga,Introducido,1,Occidente
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,3,Occidente
Formicidae,Nylanderia steinheili (Hormiga),Hormiga,Introducido,5,Occidente
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,21,Occidente
Formicidae,Nylanderia steinheili (Hormiga),Hormiga,Introducido,11,Occidente
Formicidae,Cardiocondyla minutior (Hormiga),Hormiga,Introducido,1,Occidente
Formicidae,Tapinoma melanocephalum (Hormiga ),Hormiga ,Introducido,1,Occidente
Curculionidae,Faustinus rhombifer (Escarabajo),Escarabajo,Nativo,1,Occidente
Coccinellidae,Cycloneda sanguinea (Mariquita),Mariquita,Nativo,1,Occidente
Pentatomidae,Podisus sordidus (Chinche hedionda),Chinche hedionda,Desconocido,4,Occidente
Berytidae,Metacanthus tenellus (Chinche de zancos),Chinche de zancos,Nativo,1,Occidente
Anthocoridae,Lasiochilus pallidulus (Chinche pirata),Chinche pirata,Desconocido,1,Occidente
Miridae,Rhinacloa rubsecens (Chinche de hoja),Chinche de hoja,Endémico,1,Occidente
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,2,Santa Rosa
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,1,Santa Rosa
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,14,Santa Rosa
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,5,Santa Rosa
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,7,Santa Rosa
Drosophilidae,Scaptomyza santacruzi (Mosca del vinagre),Mosca del vinagre,Endémico,3,Santa Rosa
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,3,Santa Rosa
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,2,Santa Rosa
Drosophilidae,Scaptomyza santacruzi (Mosca del vinagre),Mosca del vinagre,Endémico,2,Santa Rosa
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,1,Santa Rosa
Ceratopogonidae,Forcipomyia galapagensis (Mosquito mordedor),Mosquito mordedor,Endémico,1,Santa Rosa
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,3,Santa Rosa
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,1,Santa Rosa
Formicidae,Tetramorium bicarinatum (Hormiga),Hormiga,Introducido,1,Santa Rosa
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,1,Santa Rosa
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,2,Occidente
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,6,Occidente
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,1,Occidente
Sarcophagidae,Peckia lambens (Mosca de la carne),Mosca de la carne,Introducido,1,Occidente
Chloropidae,Monochaetoscinella anonyma (Mosca de la hierba),Mosca de la hierba,Introducido,1,Occidente
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,66,Occidente
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,7,Occidente
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,2,Occidente
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,1,Occidente
Phoridae,"Megaselia scalaris (Mosca de cementerio, jorobada)","Mosca de cementerio, jorobada",Introducido,1,Occidente
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,2,Occidente
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,1,Occidente
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,8,Occidente
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,1,Occidente
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,9,Occidente
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,13,Occidente
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,21,Occidente
Ceratopogonidae,Forcipomyia galapagensis (Mosquito mordedor),Mosquito mordedor,Endémico,4,Occidente
Ulidiidae,Euxesta stigmatias (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Introducido,2,Occidente
Ulidiidae,Euxesta stigmatias (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Introducido,1,Occidente
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,11,Occidente
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,5,Occidente
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,14,Occidente
Ceratopogonidae,Dasyhelea borgmeieri (Mosquito mordedor),Mosquito mordedor,Nativo,5,Occidente
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,1,Occidente
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,4,Occidente
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,1,Occidente
Formicidae,Paratrechina longicornis (Hormiga),Hormiga,Introducido,2,Occidente
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,8,Occidente
Formicidae,Cardiocondyla emeryi (Hormiga),Hormiga,Introducido,1,Occidente
Formicidae,Paratrechina longicornis (Hormiga),Hormiga,Introducido,1,Occidente
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,1,Occidente
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,1,Occidente
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,1,Occidente
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,1,Occidente
Curculionidae,Hypothenemus hampei (Escarabajo),Escarabajo,Introducido,7,Occidente
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,1,Occidente
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,3,Occidente
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,45,Occidente
Phoridae,"Megaselia scalaris (Mosca de cementerio, jorobada)","Mosca de cementerio, jorobada",Introducido,2,Occidente
Asteiidae,Loewimyia fasciata (-),-,Endémico,2,Occidente
Asteiidae,Loewimyia fasciata (-),-,Endémico,1,Occidente
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,2,Occidente
Drosophilidae,Scaptomyza santacruzi (Mosca del vinagre),Mosca del vinagre,Endémico,1,Occidente
Drosophilidae,Drosophila nebulosa (Mosca del vinagre),Mosca del vinagre,Introducido,5,Occidente
Drosophilidae,Zaprionus indianus (Mosca del vinagre),Mosca del vinagre,Introducido,1,Occidente
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,2,Occidente
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,25,Occidente
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,6,Occidente
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,4,Occidente
Ceratopogonidae,Forcipomyia galapagensis (Mosquito mordedor),Mosquito mordedor,Endémico,1,Occidente
Ceratopogonidae,Forcipomyia galapagensis (Mosquito mordedor),Mosquito mordedor,Endémico,1,Occidente
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,4,Occidente
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,14,Occidente
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,1,Occidente
Ceratopogonidae,Dasyhelea borgmeieri (Mosquito mordedor),Mosquito mordedor,Nativo,1,Occidente
Ceratopogonidae,Culicoides pusillus (Mosquito mordedor),Mosquito mordedor,Introducido,1,Occidente
Ceratopogonidae,Culicoides pusillus (Mosquito mordedor),Mosquito mordedor,Introducido,2,Occidente
Ceratopogonidae,Culicoides pusillus (Mosquito mordedor),Mosquito mordedor,Introducido,2,Occidente
Formicidae,Wasmannia auropunctata (Hormiga),Hormiga,Introducido,1,Occidente
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,1,Occidente
Formicidae,Nylanderia steinheili (Hormiga),Hormiga,Introducido,1,Occidente
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,1,Occidente
Formicidae,brachymyrmex heeri (Hormiga),Hormiga,Introducido,1,Occidente
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,1,Occidente
Formicidae,Tapinoma melanocephalum (Hormiga),Hormiga,Introducido,8,Occidente
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,6,Occidente
Formicidae,Nylanderia steinheili (Hormiga),Hormiga,Introducido,19,Occidente
Formicidae,Cyphomyrmex rimosus (Hormiga),Hormiga,Introducido,1,Occidente
Formicidae,Wasmannia auropunctata (Hormiga),Hormiga,Introducido,23,Occidente
Formicidae,Strumigenys louisianae (Hormiga),Hormiga,Introducido,1,Occidente
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,24,Occidente
Formicidae,Hypoponera  opacior (Hormiga),Hormiga,Introducido,1,Occidente
Miridae,Polymerus vegatus (Chinche de hoja),Chinche de hoja,Endémico,7,Occidente
Miridae,Polymerus vegatus (Chinche de hoja),Chinche de hoja,Endémico,7,Occidente
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,7,El Carmen
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,2,El Carmen
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,1,El Carmen
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,1,El Carmen
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,8,El Carmen
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,3,El Carmen
Syrphidae,Toxomerus crockeri (Mosca de las flores),Mosca de las flores,Endémico,1,El Carmen
Drosophilidae,Dettopsomyia formosa (Mosca del vinagre),Mosca del vinagre,Desconocido,2,El Carmen
Sphaeroceridae,Pullimosina zayensis (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Introducido,29,El Carmen
Sphaeroceridae,Pullimosina heteroneura (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Desconocido,92,El Carmen
Sphaeroceridae,Pullimosina heteroneura (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Desconocido,1,El Carmen
Sphaeroceridae,Pullimosina heteroneura (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Desconocido,2,El Carmen
Sciaridae,Pseudolycoriella cavatica (Mosquito de los hongos),Mosquito de los hongos,Desconocido,1,El Carmen
Chloropidae,Monochaetoscinella anonyma (Mosca de la hierba),Mosca de la hierba,Introducido,2,El Carmen
Chloropidae,Monochaetoscinella anonyma (Mosca de la hierba),Mosca de la hierba,Introducido,133,El Carmen
Chloropidae,Monochaetoscinella anonyma (Mosca de la hierba),Mosca de la hierba,Introducido,11,El Carmen
Chloropidae,Monochaetoscinella anonyma (Mosca de la hierba),Mosca de la hierba,Introducido,1,El Carmen
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,195,El Carmen
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,126,El Carmen
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,1,El Carmen
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,1,El Carmen
Sepsidae,Microsepsis armillata (Mosca carroñera negra),Mosca carroñera negra,Introducido,97,El Carmen
Phoridae,"Megaselia seticauda (Mosca de cementerio, jorobada)","Mosca de cementerio, jorobada",Introducido,2,El Carmen
Phoridae,"Megaselia seticauda (Mosca de cementerio, jorobada)","Mosca de cementerio, jorobada",Introducido,1,El Carmen
Phoridae,"Megaselia scalaris (Mosca de cementerio, jorobada)","Mosca de cementerio, jorobada",Introducido,1,El Carmen
Phoridae,"Megaselia scalaris (Mosca de cementerio, jorobada)","Mosca de cementerio, jorobada",Introducido,1,El Carmen
Dolichopodidae,Medetera galapagensis (Mosca de patas largas),Mosca de patas largas,Endémico,1,El Carmen
Asteiidae,Loewimyia fasciata (-),-,Endémico,1,El Carmen
Asteiidae,Loewimyia fasciata (-),-,Endémico,1,El Carmen
Asteiidae,Loewimyia fasciata (-),-,Endémico,3,El Carmen
Sphaeroceridae,Leptocera erythrocera (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Introducido,1,El Carmen
Sphaeroceridae,Leptocera erythrocera (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Introducido,1,El Carmen
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,50,El Carmen
Drosophilidae,Scaptomyza santacruzi (Mosca del vinagre),Mosca del vinagre,Endémico,1,El Carmen
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,70,El Carmen
Drosophilidae,Drosophila nebulosa (Mosca del vinagre),Mosca del vinagre,Introducido,1,El Carmen
Drosophilidae,Scaptomyza santacruzi (Mosca del vinagre),Mosca del vinagre,Endémico,1,El Carmen
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,1,El Carmen
Drosophilidae,Drosophila cardini (Mosca del vinagre),Mosca del vinagre,Nativo,13,El Carmen
Limoniidae,Geranomyia tibialis (Mosca grúa),Mosca grúa,Nativo,1,El Carmen
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,2,El Carmen
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,15,El Carmen
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,2,El Carmen
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,7,El Carmen
Ceratopogonidae,Forcipomyia genualis (Mosquito mordedor),Mosquito mordedor,Introducido,9,El Carmen
Ceratopogonidae,Forcipomyia galapagensis (Mosquito mordedor),Mosquito mordedor,Endémico,6,El Carmen
Ceratopogonidae,Forcipomyia galapagensis (Mosquito mordedor),Mosquito mordedor,Endémico,2,El Carmen
Ceratopogonidae,Forcipomyia galapagensis (Mosquito mordedor),Mosquito mordedor,Endémico,3,El Carmen
Ceratopogonidae,Forcipomyia galapagensis (Mosquito mordedor),Mosquito mordedor,Endémico,3,El Carmen
Fanniidae,Fannia pusio (Mosca de estiércol de pollo),Mosca de estiércol de pollo,Introducido,2,El Carmen
Ulidiidae,Euxesta stigmatias (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Introducido,2,El Carmen
Ulidiidae,Euxesta stigmatias (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Introducido,1,El Carmen
Ulidiidae,Euxesta stigmatias (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Introducido,2,El Carmen
Ulidiidae,Euxesta stigmatias (Mosca de los estigmas del maíz),Mosca de los estigmas del maíz,Introducido,1,El Carmen
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,118,El Carmen
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,174,El Carmen
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,14,El Carmen
Chloropidae,Elachiptera cultrata (Mosca de la hierba),Mosca de la hierba,Desconocido,38,El Carmen
Ceratopogonidae,Dasyhelea borgmeieri (Mosquito mordedor),Mosquito mordedor,Nativo,13,El Carmen
Ceratopogonidae,Dasyhelea borgmeieri (Mosquito mordedor),Mosquito mordedor,Nativo,15,El Carmen
Ceratopogonidae,Dasyhelea borgmeieri (Mosquito mordedor),Mosquito mordedor,Nativo,18,El Carmen
Ceratopogonidae,Dasyhelea ancora (Mosquito mordedor),Mosquito mordedor,Nativo,27,El Carmen
Ceratopogonidae,Dasyhelea ancora (Mosquito mordedor),Mosquito mordedor,Nativo,5,El Carmen
Ceratopogonidae,Dasyhelea ancora (Mosquito mordedor),Mosquito mordedor,Nativo,13,El Carmen
Ceratopogonidae,Dasyhelea ancora (Mosquito mordedor),Mosquito mordedor,Nativo,2,El Carmen
Muscidae,"Cyrtoneuropsis rescita (Mosca de establo, mosca de la casa)","Mosca de establo, mosca de la casa",Introducido,1,El Carmen
Muscidae,"Cyrtoneuropsis rescita (Mosca de establo, mosca de la casa)","Mosca de establo, mosca de la casa",Introducido,1,El Carmen
Ceratopogonidae,Culicoides pusillus (Mosquito mordedor),Mosquito mordedor,Introducido,2,El Carmen
Ceratopogonidae,Culicoides pusillus (Mosquito mordedor),Mosquito mordedor,Introducido,2,El Carmen
Dolichopodidae,Chrysotus longipalpus (Mosca de patas largas),Mosca de patas largas,Introducido,1,El Carmen
Agromyzidae,Calycomyza lantanae (Mosca minadora de hojas),Mosca minadora de hojas,Introducido,1,El Carmen
Chrysopidae,Chrysoperla externa (León de los áfidos),León de los áfidos,Desconocido,1,El Carmen
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,2,El Carmen
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,11,El Carmen
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,1,El Carmen
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,1,El Carmen
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,13,El Carmen
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,5,El Carmen
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,3,El Carmen
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,1,El Carmen
Formicidae,Tapinoma melanocephalum (Hormiga),Hormiga,Introducido,1,El Carmen
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,12,El Carmen
Formicidae,Nylanderia steinheili (Hormiga),Hormiga,Introducido,1,El Carmen
Formicidae,Solenopsis geminata (Hormiga),Hormiga,Introducido,1,El Carmen
Formicidae,Tapinoma melanocephalum (Hormiga),Hormiga,Introducido,1,El Carmen
Formicidae,Brachymyrmex heeri (Hormiga),Hormiga,Introducido,10,El Carmen
Formicidae,Pheidole flavens (Hormiga),Hormiga,Introducido,1,El Carmen
Formicidae,Monomorium floricola (Hormiga),Hormiga,Introducido,1,El Carmen
Coccinellidae,Psyllobora bisigma (Mariquita),Mariquita,Endémico,2,El Carmen
Coccinellidae,Cycloneda sanguinea (Mariquita),Mariquita,Nativo,2,El Carmen
Miridae,Polymerus vegatus (Chinche de hoja),Chinche de hoja,Endémico,1,El Carmen
Reduviidae,Empicoris armatus (Chinche asesina),Chinche asesina,Desconocido,1,El Carmen
Lygaeidae,Nysius usitatus  (Chinche de semillas),Chinche de semillas,Endémico,1,El Carmen
Tingidae,Teleonemia prolixa  (Chinche de encaje),Chinche de encaje,Nativo,1,El Carmen
Tingidae,Corythaica cytharina  (Chinche de encaje),Chinche de encaje,Endémico,1,El Carmen
Miridae,Rhinacloa rubsecens (Chinche de hoja),Chinche de hoja,Endémico,1,El Carmen
Lygaeidae,Neortholomus usingeri  (Chinche de semillas),Chinche de semillas,Endémico,1,El Carmen
Margarodidae,Icerya purchasi (Escama algonodosa),Escama algonodosa,Introducido,1,El Carmen
Berytidae,Metacanthus tenellus (Chinche de zancos),Chinche de zancos,Nativo,1,El Carmen
Berytidae,Metacanthus tenellus (Chinche de zancos),Chinche de zancos,Nativo,1,El Carmen
Miridae,Polymerus vegatus (Chinche de hoja),Chinche de hoja,Endémico,4,El Carmen
Lygaeidae,Neortholomus usingeri  (Chinche de semillas),Chinche de semillas,Endémico,1,El Carmen
Tingidae,Corythaica cytharina  (Chinche de encaje),Chinche de encaje,Endémico,9,El Carmen
Tephritidae,Campiglossa crockeri (Mosca de la fruta),Mosca de la fruta,Endémico,1,Occidente
Drosophilidae,Dettopsomyia formosa (Mosca del vinagre),Mosca del vinagre,Desconocido,1,Occidente
Sarcophagidae,Tricharaea canuta (Mosca de la carne),Mosca de la carne,Introducido,4,Occidente
Sphaeroceridae,Pullimosina zayensis (Mosca pequeña de estiércol),Mosca pequeña de estiércol,Introducido,3,Occidente
